"sk_cliente","id_cliente","segmento_cliente","canal_aquisicao","uf_cliente","qtd_visitas","primeira_visita","ultima_visita","valor_lifetime","classificacao_retencao"
3789,"CLI03789","PF - Varejo","Digital","SP","4","2023-01-29","2024-03-03","1248.00","Fiel"
2847,"CLI02847","PF - Varejo","Indicação","RJ","4","2023-09-24","2024-09-22","2405.17","Fiel"
2676,"CLI02676","PF - Varejo","Digital","MG","4","2023-06-15","2024-08-17","6716.82","Fiel"
1473,"CLI01473","PF - Varejo","Digital","SP","4","2023-01-02","2024-05-31","7058.90","Fiel"
3111,"CLI03111","PF - Varejo","Indicação","SP","4","2023-08-18","2024-11-30","5879.27","Fiel"
211,"CLI00211","PF - Premium","Indicação","SP","4","2023-02-01","2024-01-01","8141.06","Fiel"
3105,"CLI03105","PF - Premium","Fidelização","SP","4","2023-04-03","2024-10-23","10525.14","Fiel"
2222,"CLI02222","PJ - Frota Grande","Showroom","CE","4","2023-06-15","2024-11-24","3428.87","Fiel"
429,"CLI00429","PF - Varejo","Digital","RJ","4","2023-02-12","2024-04-15","2396.56","Fiel"
3270,"CLI03270","PF - Varejo","Indicação","CE","4","2023-04-11","2024-12-21","3266.30","Fiel"
1223,"CLI01223","PF - Varejo","Indicação","SC","4","2023-06-02","2023-12-12","6143.25","Fiel"
3883,"CLI03883","PF - Varejo","Digital","GO","4","2023-03-26","2024-10-29","3831.94","Fiel"
1318,"CLI01318","PF - Varejo","Showroom","SP","4","2023-11-17","2024-10-24","3280.06","Fiel"
2230,"CLI02230","PF - Varejo","Fidelização","PE","4","2023-03-27","2024-05-25","2977.39","Fiel"
2272,"CLI02272","PJ - Frota Pequena","CRM Ativo","MG","4","2023-07-26","2024-10-23","2994.31","Fiel"
3450,"CLI03450","PF - Varejo","CRM Ativo","RJ","4","2023-10-03","2024-02-12","3175.93","Fiel"
1417,"CLI01417","PF - Premium","Indicação","SP","4","2023-06-24","2024-12-13","2179.99","Fiel"
587,"CLI00587","PJ - Frota Pequena","Showroom","DF","4","2023-03-02","2024-02-12","12567.55","Fiel"
2505,"CLI02505","PF - Varejo","Indicação","PR","4","2023-03-29","2024-11-30","8430.58","Fiel"
512,"CLI00512","PF - Varejo","Showroom","MG","4","2023-07-25","2024-08-19","3579.10","Fiel"
362,"CLI00362","PJ - Frota Pequena","Recall","BA","4","2023-08-01","2024-05-22","5081.22","Fiel"
3286,"CLI03286","PF - Varejo","Digital","SP","4","2023-12-26","2024-05-24","7128.14","Fiel"
3471,"CLI03471","PF - Varejo","CRM Ativo","SP","4","2023-01-16","2024-03-21","6308.16","Fiel"
3465,"CLI03465","PF - Varejo","Showroom","SP","4","2023-05-16","2024-09-04","3140.30","Fiel"
3008,"CLI03008","PJ - Frota Pequena","Showroom","MG","4","2023-05-09","2024-11-07","4293.48","Fiel"
3880,"CLI03880","PF - Varejo","Indicação","BA","4","2023-01-06","2024-04-10","4355.03","Fiel"
1512,"CLI01512","PF - Varejo","CRM Ativo","RJ","4","2023-01-16","2024-04-28","13450.67","Fiel"
2316,"CLI02316","PJ - Frota Pequena","Recall","GO","4","2023-12-15","2024-08-18","5664.30","Fiel"
3252,"CLI03252","PF - Varejo","Digital","RJ","4","2023-03-17","2024-12-26","2213.16","Fiel"
3923,"CLI03923","PJ - Frota Pequena","Indicação","SC","4","2023-04-29","2024-10-17","3328.75","Fiel"
3592,"CLI03592","PF - Varejo","Indicação","GO","4","2023-03-09","2024-10-29","8140.69","Fiel"
3529,"CLI03529","PF - Varejo","Showroom","PR","4","2023-02-19","2024-04-15","1280.72","Fiel"
970,"CLI00970","PF - Varejo","Fidelização","SP","4","2023-12-05","2024-11-02","1700.14","Fiel"
3066,"CLI03066","PJ - Frota Pequena","Showroom","RJ","4","2024-01-29","2024-06-14","2154.67","Fiel"
3547,"CLI03547","PF - Varejo","Indicação","PE","4","2023-03-30","2024-08-28","9644.46","Fiel"
1376,"CLI01376","PF - Varejo","Recall","SP","4","2023-02-18","2024-07-04","2219.03","Fiel"
3690,"CLI03690","PJ - Frota Grande","Fidelização","PR","4","2023-04-14","2024-11-08","1541.49","Fiel"
3160,"CLI03160","PF - Premium","Showroom","RS","4","2023-02-10","2023-10-20","1422.12","Fiel"
415,"CLI00415","PJ - Frota Grande","Recall","GO","4","2023-03-06","2024-11-12","1820.63","Fiel"
473,"CLI00473","PF - Varejo","Digital","BA","4","2023-03-15","2024-11-04","2305.16","Fiel"
1766,"CLI01766","PF - Varejo","Showroom","PR","4","2023-12-03","2024-12-06","4225.38","Fiel"
478,"CLI00478","PF - Premium","Showroom","GO","4","2023-04-15","2024-10-11","5701.71","Fiel"
1610,"CLI01610","PF - Premium","CRM Ativo","SP","4","2023-07-02","2024-09-02","7446.91","Fiel"
1183,"CLI01183","PF - Premium","Fidelização","DF","4","2023-05-30","2024-10-15","2368.85","Fiel"
1585,"CLI01585","PF - Varejo","Indicação","MG","4","2023-07-02","2024-02-16","3598.29","Fiel"
3771,"CLI03771","PJ - Frota Pequena","Indicação","RJ","4","2023-05-04","2024-05-12","5794.71","Fiel"
511,"CLI00511","PJ - Frota Pequena","Indicação","SP","4","2023-02-16","2024-02-27","2736.95","Fiel"
3514,"CLI03514","PF - Varejo","Digital","PR","4","2024-05-01","2024-09-02","2978.08","Fiel"
2509,"CLI02509","PJ - Frota Pequena","Digital","RJ","4","2023-01-12","2024-10-14","4544.20","Fiel"
1999,"CLI01999","PF - Premium","Digital","SC","4","2023-02-14","2024-02-12","1568.78","Fiel"
1661,"CLI01661","PJ - Frota Pequena","Digital","BA","4","2023-04-17","2024-11-23","3995.48","Fiel"
2440,"CLI02440","PF - Varejo","Showroom","PE","4","2023-10-29","2024-11-14","7489.67","Fiel"
1341,"CLI01341","PF - Premium","Digital","ES","4","2024-01-10","2024-08-25","9490.31","Fiel"
857,"CLI00857","PF - Varejo","Digital","RS","4","2023-01-09","2024-11-13","2884.66","Fiel"
3531,"CLI03531","PF - Premium","Showroom","RJ","4","2023-12-02","2024-12-16","7015.88","Fiel"
2288,"CLI02288","PF - Varejo","Digital","SP","4","2023-02-13","2024-07-31","7196.25","Fiel"
2837,"CLI02837","PJ - Frota Grande","CRM Ativo","SP","4","2023-03-02","2024-06-01","2425.27","Fiel"
2453,"CLI02453","PJ - Frota Grande","Indicação","SP","4","2023-02-03","2024-05-05","4259.22","Fiel"
2269,"CLI02269","PF - Varejo","CRM Ativo","RJ","4","2023-08-25","2024-07-21","1474.44","Fiel"
1427,"CLI01427","PJ - Frota Grande","Fidelização","RJ","4","2023-06-16","2024-11-22","10266.66","Fiel"
1065,"CLI01065","PJ - Frota Pequena","Indicação","SP","4","2024-03-07","2024-10-25","1996.05","Fiel"
170,"CLI00170","PF - Varejo","Digital","SP","4","2023-06-12","2024-06-01","1369.70","Fiel"
2041,"CLI02041","PF - Varejo","Indicação","PE","4","2023-09-29","2024-09-23","2486.83","Fiel"
372,"CLI00372","PJ - Frota Pequena","Fidelização","BA","4","2023-02-27","2024-12-17","6429.69","Fiel"
226,"CLI00226","PF - Varejo","Digital","PR","4","2023-10-23","2024-12-20","1618.36","Fiel"
724,"CLI00724","PJ - Frota Pequena","Digital","RJ","4","2023-02-10","2024-05-20","1568.95","Fiel"
2262,"CLI02262","PF - Varejo","Fidelização","CE","4","2023-09-09","2024-10-06","5039.54","Fiel"
44,"CLI00044","PJ - Frota Pequena","Fidelização","CE","4","2024-03-10","2024-09-24","3231.32","Fiel"
1121,"CLI01121","PF - Varejo","Showroom","SP","4","2023-12-29","2024-03-29","2872.83","Fiel"
609,"CLI00609","PF - Premium","Digital","RJ","4","2023-01-28","2023-08-13","6884.50","Fiel"
682,"CLI00682","PF - Premium","Digital","RS","4","2023-09-19","2024-10-06","11895.33","Fiel"
3163,"CLI03163","PF - Varejo","Digital","CE","4","2023-08-31","2024-09-02","7156.57","Fiel"
2844,"CLI02844","PF - Premium","Digital","PR","4","2023-04-18","2024-12-21","6598.54","Fiel"
2326,"CLI02326","PJ - Frota Grande","Showroom","SP","4","2024-03-25","2024-07-15","3864.06","Fiel"
866,"CLI00866","PF - Premium","Digital","SP","4","2023-02-25","2024-08-06","2419.96","Fiel"
1934,"CLI01934","PJ - Frota Pequena","Fidelização","SP","4","2023-08-09","2024-11-03","4116.71","Fiel"
804,"CLI00804","PJ - Frota Grande","Recall","PR","4","2023-11-18","2024-11-27","7168.50","Fiel"
2320,"CLI02320","PF - Varejo","Fidelização","MG","4","2023-07-31","2024-09-21","2738.04","Fiel"
1516,"CLI01516","PF - Varejo","Showroom","SP","4","2023-11-07","2024-11-25","3388.57","Fiel"
503,"CLI00503","PJ - Frota Grande","Recall","RJ","4","2023-06-19","2024-11-27","5442.31","Fiel"
3512,"CLI03512","PF - Varejo","Digital","SP","4","2023-07-04","2024-06-05","6255.33","Fiel"
1240,"CLI01240","PF - Varejo","Showroom","GO","4","2024-02-20","2024-11-15","11636.80","Fiel"
1167,"CLI01167","PJ - Frota Grande","Digital","RJ","4","2024-07-01","2024-10-27","2159.01","Fiel"
1243,"CLI01243","PF - Premium","Indicação","SC","4","2023-09-23","2024-07-14","2489.14","Fiel"
994,"CLI00994","PF - Varejo","Digital","SP","4","2023-01-15","2024-11-13","5504.39","Fiel"
767,"CLI00767","PF - Varejo","Digital","PE","4","2023-02-19","2023-12-24","3940.94","Fiel"
3391,"CLI03391","PF - Varejo","CRM Ativo","SP","4","2024-01-25","2024-08-09","5766.82","Fiel"
3280,"CLI03280","PF - Varejo","Digital","SP","4","2023-01-09","2024-07-10","3141.13","Fiel"
3914,"CLI03914","PF - Premium","Fidelização","RJ","4","2024-03-12","2024-11-11","5780.01","Fiel"
3180,"CLI03180","PF - Premium","Digital","SP","4","2023-12-07","2024-09-24","5175.79","Fiel"
438,"CLI00438","PJ - Frota Grande","Showroom","RJ","4","2023-02-04","2024-03-18","6615.70","Fiel"
15,"CLI00015","PF - Premium","Digital","SP","4","2023-10-13","2024-08-31","5685.28","Fiel"
337,"CLI00337","PF - Varejo","CRM Ativo","SP","4","2023-03-16","2024-05-07","2992.18","Fiel"
1361,"CLI01361","PF - Premium","Showroom","DF","4","2023-07-15","2024-12-06","2334.90","Fiel"
2495,"CLI02495","PF - Varejo","Indicação","PR","4","2023-07-15","2024-10-08","10558.02","Fiel"
2418,"CLI02418","PJ - Frota Pequena","Digital","PR","4","2023-09-23","2024-11-15","8582.87","Fiel"
1699,"CLI01699","PJ - Frota Grande","Fidelização","BA","4","2023-03-21","2024-04-30","6021.68","Fiel"
2525,"CLI02525","PF - Varejo","Fidelização","BA","4","2023-05-03","2024-07-01","2182.20","Fiel"
1710,"CLI01710","PJ - Frota Grande","CRM Ativo","SP","4","2023-02-22","2024-08-30","6415.56","Fiel"
854,"CLI00854","PF - Premium","CRM Ativo","PE","4","2023-02-25","2024-10-28","12886.90","Fiel"
2433,"CLI02433","PJ - Frota Pequena","Indicação","SP","4","2023-04-27","2024-11-14","3180.62","Fiel"
60,"CLI00060","PJ - Frota Grande","Indicação","MG","4","2023-03-19","2024-10-09","3556.49","Fiel"
2382,"CLI02382","PJ - Frota Grande","Indicação","PE","4","2023-05-05","2024-12-07","6385.67","Fiel"
518,"CLI00518","PF - Premium","Digital","CE","4","2023-07-16","2024-07-24","5685.56","Fiel"
2707,"CLI02707","PF - Varejo","Digital","RJ","4","2023-11-02","2024-10-05","9717.43","Fiel"
2247,"CLI02247","PF - Premium","Digital","RJ","4","2023-02-24","2024-09-13","10726.03","Fiel"
693,"CLI00693","PF - Varejo","Digital","PR","4","2024-03-04","2024-09-23","4690.70","Fiel"
3135,"CLI03135","PF - Varejo","Showroom","SC","4","2023-10-31","2024-03-13","7567.88","Fiel"
1317,"CLI01317","PJ - Frota Pequena","Digital","SP","4","2023-02-04","2024-05-03","11122.93","Fiel"
1113,"CLI01113","PF - Varejo","Showroom","MG","4","2023-03-04","2024-07-21","2117.23","Fiel"
3477,"CLI03477","PF - Premium","Digital","SC","4","2023-10-16","2024-10-12","7674.37","Fiel"
877,"CLI00877","PF - Varejo","Digital","CE","4","2023-01-04","2024-10-25","2130.62","Fiel"
2710,"CLI02710","PF - Varejo","Indicação","MG","4","2023-07-29","2024-12-29","8136.16","Fiel"
1274,"CLI01274","PF - Varejo","Showroom","RJ","4","2023-04-10","2024-12-19","2114.70","Fiel"
2585,"CLI02585","PJ - Frota Pequena","CRM Ativo","DF","4","2023-09-17","2024-06-04","2036.58","Fiel"
3254,"CLI03254","PF - Varejo","Recall","GO","4","2023-05-15","2024-11-22","7384.12","Fiel"
1526,"CLI01526","PJ - Frota Pequena","Digital","RJ","4","2023-02-07","2023-10-25","2066.23","Fiel"
3268,"CLI03268","PF - Varejo","Fidelização","ES","4","2024-02-16","2024-11-21","7669.27","Fiel"
3530,"CLI03530","PJ - Frota Pequena","Digital","MG","4","2023-04-21","2024-08-20","7310.58","Fiel"
2099,"CLI02099","PF - Premium","Showroom","SP","4","2023-05-11","2024-04-24","13283.15","Fiel"
1275,"CLI01275","PJ - Frota Grande","Indicação","MG","4","2023-03-11","2024-12-25","2259.04","Fiel"
333,"CLI00333","PJ - Frota Pequena","Digital","DF","4","2023-01-02","2024-03-14","3361.58","Fiel"
422,"CLI00422","PF - Premium","Indicação","SP","4","2023-04-07","2024-09-02","2736.80","Fiel"
1446,"CLI01446","PF - Varejo","Digital","ES","4","2023-09-25","2024-10-15","1950.61","Fiel"
3288,"CLI03288","PJ - Frota Pequena","Indicação","BA","4","2023-02-07","2024-10-28","4216.05","Fiel"
2083,"CLI02083","PF - Premium","Indicação","RJ","4","2023-02-13","2024-11-24","3355.81","Fiel"
411,"CLI00411","PJ - Frota Pequena","Indicação","PE","4","2023-10-09","2024-05-08","5742.32","Fiel"
2090,"CLI02090","PF - Varejo","Showroom","DF","4","2023-01-05","2024-02-29","3346.21","Fiel"
3184,"CLI03184","PJ - Frota Pequena","Indicação","RJ","4","2023-03-01","2024-05-11","2001.13","Fiel"
65,"CLI00065","PF - Varejo","Digital","SP","4","2023-11-18","2024-11-03","3038.43","Fiel"
905,"CLI00905","PJ - Frota Grande","Digital","MG","4","2023-05-30","2024-03-15","6043.55","Fiel"
1884,"CLI01884","PF - Premium","Digital","GO","4","2023-05-12","2024-11-09","5657.56","Fiel"
2742,"CLI02742","PF - Premium","Showroom","PR","4","2023-01-13","2024-06-03","7149.31","Fiel"
41,"CLI00041","PF - Premium","Fidelização","PR","4","2024-02-01","2024-12-01","1766.53","Fiel"
3763,"CLI03763","PF - Varejo","CRM Ativo","MG","4","2023-10-20","2024-12-09","5970.14","Fiel"
2497,"CLI02497","PJ - Frota Pequena","Fidelização","BA","4","2023-05-04","2024-10-17","7096.11","Fiel"
1107,"CLI01107","PJ - Frota Pequena","Digital","PR","4","2023-09-10","2024-10-05","1990.01","Fiel"
3747,"CLI03747","PF - Varejo","Indicação","SP","4","2023-05-08","2024-09-05","11395.17","Fiel"
2554,"CLI02554","PF - Varejo","Fidelização","SP","4","2023-11-11","2024-07-23","2911.93","Fiel"
3755,"CLI03755","PF - Varejo","Indicação","RS","4","2023-02-12","2024-01-26","10724.16","Fiel"
2670,"CLI02670","PF - Varejo","Indicação","ES","4","2023-03-25","2024-12-10","2421.07","Fiel"
1326,"CLI01326","PF - Premium","Indicação","SP","4","2023-02-23","2024-04-01","4856.15","Fiel"
2001,"CLI02001","PF - Varejo","Fidelização","SP","4","2023-12-16","2024-12-14","4960.04","Fiel"
2427,"CLI02427","PF - Varejo","Indicação","BA","4","2023-03-09","2024-08-24","6061.27","Fiel"
820,"CLI00820","PJ - Frota Grande","Recall","RJ","4","2024-02-13","2024-11-17","1712.82","Fiel"
2952,"CLI02952","PF - Varejo","Digital","GO","4","2023-02-23","2024-03-11","2059.01","Fiel"
2162,"CLI02162","PJ - Frota Pequena","CRM Ativo","SP","4","2024-02-05","2024-12-30","6222.16","Fiel"
3390,"CLI03390","PF - Varejo","Indicação","CE","4","2023-11-20","2024-12-31","4380.35","Fiel"
87,"CLI00087","PF - Varejo","Indicação","SP","4","2023-06-05","2024-10-13","6286.91","Fiel"
1300,"CLI01300","PF - Varejo","Indicação","RJ","4","2023-07-14","2024-10-15","4894.91","Fiel"
2640,"CLI02640","PJ - Frota Grande","Digital","PR","4","2023-10-24","2024-05-11","4695.21","Fiel"
592,"CLI00592","PF - Premium","Digital","SP","4","2023-02-23","2024-07-06","11052.21","Fiel"
1522,"CLI01522","PJ - Frota Grande","CRM Ativo","RJ","4","2023-11-10","2024-07-30","9680.32","Fiel"
1511,"CLI01511","PJ - Frota Pequena","Digital","RJ","4","2023-09-03","2024-12-14","5924.74","Fiel"
1895,"CLI01895","PF - Varejo","Recall","SC","4","2023-02-26","2024-12-08","7394.64","Fiel"
1480,"CLI01480","PF - Varejo","Indicação","DF","4","2023-07-13","2024-12-29","2678.77","Fiel"
2629,"CLI02629","PF - Varejo","Recall","MG","4","2023-03-13","2023-10-21","5348.97","Fiel"
2233,"CLI02233","PF - Premium","Digital","RJ","4","2023-07-22","2024-09-22","1968.41","Fiel"
2758,"CLI02758","PJ - Frota Pequena","CRM Ativo","RJ","4","2023-01-24","2024-01-30","8182.86","Fiel"
3701,"CLI03701","PF - Varejo","Digital","BA","4","2023-08-17","2024-06-26","2435.50","Fiel"
2423,"CLI02423","PF - Varejo","Digital","MG","4","2023-06-27","2023-10-31","1022.40","Fiel"
176,"CLI00176","PJ - Frota Pequena","Indicação","CE","4","2023-06-19","2024-09-23","3520.47","Fiel"
2140,"CLI02140","PJ - Frota Pequena","Fidelização","SP","4","2023-06-23","2024-10-23","1646.16","Fiel"
3044,"CLI03044","PF - Varejo","Digital","RS","4","2024-01-10","2024-09-02","1523.41","Fiel"
1079,"CLI01079","PJ - Frota Grande","Digital","SP","4","2023-01-01","2024-11-02","2752.45","Fiel"
3497,"CLI03497","PJ - Frota Grande","Fidelização","SC","4","2023-08-18","2024-05-06","6605.93","Fiel"
117,"CLI00117","PJ - Frota Pequena","Digital","RS","4","2023-05-30","2023-11-18","2401.66","Fiel"
1595,"CLI01595","PJ - Frota Pequena","Indicação","DF","4","2023-06-19","2024-12-01","5780.42","Fiel"
3644,"CLI03644","PJ - Frota Grande","Digital","ES","4","2023-01-24","2024-06-22","5725.07","Fiel"
914,"CLI00914","PF - Varejo","Fidelização","RJ","4","2023-03-07","2024-09-19","2591.90","Fiel"
3668,"CLI03668","PF - Premium","Indicação","RJ","4","2023-09-21","2024-10-22","3187.43","Fiel"
2992,"CLI02992","PJ - Frota Grande","Indicação","SP","4","2023-11-20","2024-10-02","5861.88","Fiel"
886,"CLI00886","PJ - Frota Pequena","Recall","RS","4","2023-08-26","2024-10-22","3662.15","Fiel"
931,"CLI00931","PF - Varejo","Showroom","RJ","4","2023-01-02","2024-12-29","1535.98","Fiel"
3459,"CLI03459","PJ - Frota Pequena","Digital","RJ","4","2023-01-10","2024-04-14","10938.08","Fiel"
1457,"CLI01457","PF - Premium","Indicação","PE","4","2023-03-24","2024-09-02","1626.96","Fiel"
2765,"CLI02765","PF - Varejo","Digital","PR","4","2023-03-17","2024-08-10","2268.78","Fiel"
1087,"CLI01087","PF - Varejo","Indicação","RJ","4","2023-02-28","2024-11-15","10162.28","Fiel"
749,"CLI00749","PF - Varejo","Indicação","CE","4","2024-02-04","2024-12-19","5490.61","Fiel"
2776,"CLI02776","PJ - Frota Pequena","Fidelização","RJ","4","2024-01-03","2024-11-21","1366.29","Fiel"
2991,"CLI02991","PF - Premium","Digital","SP","3","2023-04-28","2024-03-21","6250.05","Fiel"
677,"CLI00677","PF - Varejo","Showroom","MG","3","2023-06-24","2024-09-13","2787.34","Fiel"
3773,"CLI03773","PF - Varejo","Indicação","GO","3","2023-08-03","2023-12-17","1513.20","Fiel"
23,"CLI00023","PJ - Frota Pequena","Recall","DF","3","2023-05-15","2024-11-08","7354.01","Fiel"
1890,"CLI01890","PF - Varejo","Indicação","SP","3","2023-12-27","2024-09-04","2860.57","Fiel"
3657,"CLI03657","PF - Premium","Indicação","PR","3","2023-07-21","2024-03-31","6993.84","Fiel"
2713,"CLI02713","PF - Varejo","Fidelização","RJ","3","2023-05-30","2024-11-11","1955.18","Fiel"
3549,"CLI03549","PF - Varejo","Indicação","MG","3","2023-04-24","2024-11-12","1454.39","Fiel"
3907,"CLI03907","PF - Varejo","Indicação","SP","3","2023-02-07","2024-06-01","3496.92","Fiel"
3830,"CLI03830","PF - Varejo","Digital","SP","3","2024-04-09","2024-06-24","3019.49","Fiel"
2738,"CLI02738","PF - Premium","Showroom","MG","3","2023-04-03","2024-05-18","1803.07","Fiel"
792,"CLI00792","PJ - Frota Pequena","Digital","SC","3","2023-09-17","2024-09-23","2068.05","Fiel"
437,"CLI00437","PF - Varejo","Digital","CE","3","2023-08-10","2024-11-22","2478.27","Fiel"
3537,"CLI03537","PF - Varejo","Showroom","SP","3","2023-09-11","2024-06-04","4131.82","Fiel"
1332,"CLI01332","PF - Premium","Showroom","ES","3","2023-03-21","2024-11-08","4982.32","Fiel"
959,"CLI00959","PF - Premium","Digital","GO","3","2023-01-01","2024-02-25","3246.50","Fiel"
1598,"CLI01598","PF - Varejo","Indicação","MG","3","2023-07-24","2024-09-06","2339.98","Fiel"
1517,"CLI01517","PF - Varejo","Digital","CE","3","2023-12-04","2024-11-01","8694.71","Fiel"
541,"CLI00541","PJ - Frota Grande","Fidelização","CE","3","2024-03-12","2024-12-12","1543.00","Fiel"
1971,"CLI01971","PJ - Frota Grande","Indicação","CE","3","2024-04-05","2024-11-01","4333.39","Fiel"
3686,"CLI03686","PF - Varejo","Digital","ES","3","2023-06-03","2024-08-20","1227.24","Fiel"
2709,"CLI02709","PF - Varejo","Fidelização","PR","3","2023-05-14","2023-12-22","3562.93","Fiel"
300,"CLI00300","PF - Varejo","Digital","PE","3","2024-01-29","2024-12-10","3178.34","Fiel"
2578,"CLI02578","PF - Premium","Indicação","CE","3","2023-08-01","2024-11-01","1675.56","Fiel"
3416,"CLI03416","PF - Varejo","Recall","ES","3","2023-03-04","2024-01-24","4734.28","Fiel"
1765,"CLI01765","PJ - Frota Pequena","Digital","MG","3","2023-03-08","2023-11-20","1698.56","Fiel"
